GENE             CHR      START       STOP  NSNPS  NPARAM        N        ZSTAT            P
PRND              20    4702556    4709106      4       2  1740000     -0.53041      0.70209
RASSF2            20    4760669    4804291      3       2  1740000      0.10768      0.45712
SLC23A2           20    4833002    4990939      2       1  1740000     -0.42094       0.6631
TMEM230           20    5049129    5093736      2       1  1740000      0.64859       0.2583
PCNA              20    5095599    5107268      2       1  1740000      0.64859       0.2583
CDS2              20    5107407    5178533      1       1  1740000     -0.36917        0.644
PROKR2            20    5281711    5297378      3       2  1740000     -0.95913      0.83125
GPCPD1            20    5525080    5591672      2       1  1740000      -1.5141        0.935
C20ORF196         20    5731043    5844558      5       3  1740000      -1.0662      0.85684
CHGB              20    5891974    5906007     14       7  1740000      0.34923      0.36346
TRMT6             20    5918479    5931204      8       4  1740000      0.43826       0.3306
MCM8              20    5931298    5975852     17       9  1740000     -0.16433      0.56526
CRLS1             20    5986739    6020699      4       2  1740000      0.23413      0.40744
LRRN4             20    6021192    6034726      7       4  1740000      0.66664       0.2525
FERMT1            20    6055492    6104191      8       5  1740000      0.12582      0.44994
BMP2              20    6748745    6760910      2       1  1740000      0.91649       0.1797
HAO1              20    7863631    7921093      4       2  1740000      0.26819      0.39428
TMX4              20    7961713    8000393      6       2  1740000      0.89133      0.18638
PLCB1             20    8112912    8865547     14       8  1740000      0.84194      0.19991
PLCB4             20    9049357    9461463      8       5  1740000      0.42521      0.33534
LAMP5             20    9495005    9511171      2       1  1740000     -0.99013      0.83894
PAK7              20    9518037    9819687      8       5  1740000     -0.96445      0.83259
ANKEF1            20   10015697   10037407      6       3  1740000       1.5179     0.064516
SNAP25            20   10199477   10288068      3       2  1740000      0.73313      0.23174
MKKS              20   10385428   10414887      5       3  1740000     -0.08434      0.53361
SLX4IP            20   10415951   10604551      4       2  1740000     -0.87697      0.80975
JAG1              20   10618332   10654694      3       2  1740000      0.22375      0.41148
BTBD3             20   11871377   11907243      2       1  1740000     -0.31896      0.62512
SPTLC3            20   12989627   13147411      2       1  1740000      0.57983      0.28101
ISM1              20   13202418   13281297      3       2  1740000      -1.0616       0.8558
TASP1             20   13370036   13619583      2       1  1740000     -0.10617      0.54228
ESF1              20   13694969   13765579      5       3  1740000      -1.6072        0.946
NDUFAF5           20   13765672   13799067      1       1  1740000      -1.5982        0.945
SEL1L2            20   13829635   13975979      5       3  1740000      0.76601      0.22183
MACROD2           20   13976146   16033842     38      19  1740000      0.26566      0.39525
FLRT3             20   14304639   14318313      9       3  1740000       1.2265      0.11001
KIF16B            20   16252742   16554079     14       8  1740000     -0.24409      0.59642
SNRPB2            20   16710609   16722417      2       1  1740000     0.010169      0.49594
OTOR              20   16728998   16732809      2       1  1740000     0.010169      0.49594
PCSK2             20   17206752   17465223      5       3  1740000      0.85773      0.19552
BFSP1             20   17474550   17549865      5       3  1740000      0.68973      0.24518
DSTN              20   17549818   17588887      1       1  1740000       -0.652       0.7428
RRBP1             20   17594323   17662934     10       7  1740000   -0.0046983      0.50187
BANF2             20   17674320   17716517      2       1  1740000       2.1692     0.015033
SNX5              20   17922244   17949490      5       3  1740000       1.2086      0.11342
MGME1             20   17949534   17971765      3       2  1740000     -0.31459      0.62346
OVOL2             20   18004796   18039834      1       1  1740000       1.0957       0.1366
PET117            20   18118499   18169016      7       5  1740000     -0.48199      0.68509
CSRP2BP           20   18122868   18169031      7       5  1740000     -0.48199      0.68509
ZNF133            20   18268872   18297640      8       4  1740000      0.78276      0.21688
DZANK1            20   18364011   18447995      7       4  1740000     -0.17095      0.56787
POLR3F            20   18448033   18465287      1       1  1740000       1.5453      0.06114
RBBP9             20   18467184   18477899      1       1  1740000       1.5453      0.06114
SEC23B            20   18488188   18542059      4       2  1740000      -1.2955      0.90242
DTD1              20   18568556   18744561      2       1  1740000     -0.40931      0.65884
C20ORF78          20   18790372   18810839      2       1  1740000       1.3429     0.089658
SCP2D1            20   18794370   18795036      2       1  1740000       1.3429     0.089658
SLC24A3           20   19193290   19703541     11       7  1740000       0.6423      0.26034
RIN2              20   19738254   19983103     15      10  1740000      -0.9405      0.82652
NAA20             20   19997934   20014273      2       1  1740000      0.29526       0.3839
CRNKL1            20   20015005   20036690      8       5  1740000       1.3138      0.09446
CFAP61            20   20033158   20341359     17      11  1740000      0.93147      0.17581
RALGAPA2          20   20370202   20693281      8       6  1740000     0.060634      0.47583
XRN2              20   21283942   21370463      4       2  1740000      -2.2281      0.98706
NKX2-2            20   21491655   21494664      4       2  1740000      0.36023      0.35934
PAX1              20   21686297   21699124      2       1  1740000      0.14952      0.44057
FOXA2             20   22561642   22566101      2       1  1740000       1.6904     0.045477
SSTR4             20   23016057   23017314      2       1  1740000       1.1791      0.11919
THBD              20   23026270   23030301      5       3  1740000       1.2417      0.10717
CD93              20   23059993   23066977     10       7  1740000     0.010984      0.49562
GZF1              20   23342769   23353683      4       2  1740000      0.82598      0.20441
NAPB              20   23355156   23402156      6       4  1740000      0.35658       0.3607
CSTL1             20   23420322   23425567      5       3  1740000      0.20319       0.4195
CST11             20   23431041   23433482      5       3  1740000      0.20319       0.4195
CST8              20   23471766   23476655      1       1  1740000     -0.78407       0.7835
CST9L             20   23545369   23549386      2       1  1740000       1.0267      0.15229
CST9              20   23583047   23586610      4       2  1740000      0.49839      0.30911
CST3              20   23608534   23618685      1       1  1740000     -0.14134       0.5562
